	ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
739	MS-all-SRF-0-8-5-00_bin-226	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas commoda	MS-all	SRF	0-8-5-00
740	MS-all-SRF-0-8-5-00_bin-251		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	MS-all	SRF	0-8-5-00
741	NAO-all-DCM-20-180-00_bin-20	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	DCM	20-180-00
742	NPO-all-SRF-0-8-5-00_bin-575		Sar	Bacillariophyta	Coscinodiscophyceae						NPO-all	SRF	0-8-5-00
743	MS-all-DCM-20-180-00_bin-45	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	DCM	20-180-00
744	SPO-all-SRF-0-8-5-00_bin-551	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SPO-all	SRF	0-8-5-00
745	SPO-SPSG-DCM-0-8-5-00_bin-172	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-SPSG	DCM	0-8-5-00
746	IO-all-SRF-20-180-00_bin-67	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				IO-all	SRF	20-180-00
747	IO-all-SRF-20-180-00_bin-10	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			IO-all	SRF	20-180-00
748	IO-all-SRF-0-8-5-00_bin-348		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
749	IO-all-SRF-20-180-00_bin-89	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
750	NAO-all-SRF-0-8-5-00_bin-339				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NAO-all	SRF	0-8-5-00
751	IO-all-SRF-0-8-5-00_bin-22	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	IO-all	SRF	0-8-5-00
752	SPO-all-SRF-5-20-00_bin-182	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	5-20-00
753	NPO-all-SRF-0-8-5-00_bin-209	Metazoa	Opisthokonta	Chordata	Choanoflagellata		Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	NPO-all	SRF	0-8-5-00
754	NPO-all-DCM-20-180-00_bin-60	Metazoa	Opisthokonta	Chordata	Aves						NPO-all	DCM	20-180-00
755	SPO-SPSG-SRF-20-180-00_bin-104		Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Rhabdonellidae	Schmidingerella	Schmidingerella taraikaensis	SPO-SPSG	SRF	20-180-00
756	SAO-all-DCM-0-8-5-00_bin-160		Sar		Dinophyceae		Gymnodiniales	Kareniaceae	Symbiodinium	Karenia brevis	SAO-all	DCM	0-8-5-00
757	SAO-all-SRF-0-8-5-00_bin-566		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pseudopedinella elastica	SAO-all	SRF	0-8-5-00
758	MS-all-DCM-0-8-5-00_bin-94		Sar	Bacillariophyta	Coscinodiscophyceae						MS-all	DCM	0-8-5-00
759	IO-all-SRF-0-8-5-00_bin-109		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	IO-all	SRF	0-8-5-00
760	SPO-all-SRF-20-180-00_bin-78	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
761	SAO-all-SRF-5-20-00_bin-16	Fungi	Opisthokonta	Ascomycota	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporaceae	Alternaria	187734 Alternaria alternata complex	SAO-all	SRF	5-20-00
762	NPO-all-SRF-0-8-5-00_bin-530		Sar	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	NPO-all	SRF	0-8-5-00
763	SPO-all-SRF-0-8-5-00_bin-849	Metazoa	Opisthokonta	Chordata	Choanoflagellata		Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	SPO-all	SRF	0-8-5-00
764	IO-all-SRF-180-2000-00_bin-79	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	180-2000-00
765	SAO-all-SRF-0-8-5-00_bin-77		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	SAO-all	SRF	0-8-5-00
766	MS-all-SRF-20-180-00_bin-36	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	20-180-00
767	SPO-all-SRF-20-180-00_bin-132	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles		SPO-all	SRF	20-180-00
768	IO-all-SRF-0-8-5-00_bin-307		Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	IO-all	SRF	0-8-5-00
769	SAO-all-SRF-0-8-5-00_bin-325				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	SRF	0-8-5-00
770	MS-all-DCM-0-8-5-00_bin-612	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	MS-all	DCM	0-8-5-00
771	SAO-all-SRF-0-8-5-00_bin-618				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	SRF	0-8-5-00
772	MS-all-SRF-5-20-00_bin-35	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			MS-all	SRF	5-20-00
773	RS-all-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	RS-all	SRF	20-180-00
774	SPO-all-SRF-20-180-00_bin-59	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
775	NPO-all-SRF-180-2000-00_bin-29	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota					NPO-all	SRF	180-2000-00
776	MS-all-SRF-180-2000-00_bin-95	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles		MS-all	SRF	180-2000-00
777	SPO-all-SRF-180-2000-00_bin-112	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				SPO-all	SRF	180-2000-00
778	SPO-all-SRF-20-180-00_bin-119	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	SPO-all	SRF	20-180-00
779	SAO-all-SRF-0-8-5-00_bin-290		Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	SAO-all	SRF	0-8-5-00
780	SPO-SPSG-DCM-20-180-00_bin-2	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	DCM	20-180-00
781	IO-all-DCM-20-180-00_bin-48	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	DCM	20-180-00
782	NAO-all-SRF-0-8-5-00_bin-617	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				NAO-all	SRF	0-8-5-00
783	SAO-all-DCM-0-8-5-00_bin-248		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		SAO-all	DCM	0-8-5-00
784	MS-all-DCM-0-8-5-00_bin-290		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pseudopedinella elastica	MS-all	DCM	0-8-5-00
785	SPO-all-SRF-5-20-00_bin-13	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis		SPO-all	SRF	5-20-00
786	IO-all-SRF-0-8-5-00_bin-351		Sar		Dictyochophyceae		Chattonellales	Chattonellaceae	Florenciella		IO-all	SRF	0-8-5-00
787	SPO-SPSG-SRF-180-2000-00_bin-122	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
788	IO-all-DCM-180-2000-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			IO-all	DCM	180-2000-00
789	NAO-all-SRF-0-8-5-00_bin-320	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
790	SAO-all-SRF-20-180-00_bin-21	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SAO-all	SRF	20-180-00
791	NPO-all-SRF-180-2000-00_bin-11	Metazoa	Opisthokonta	Mollusca	Bivalvia	Autobranchia	Ostreida	Ostreidae	Crassostrea	Crassostrea virginica	NPO-all	SRF	180-2000-00
792	SAO-all-DCM-0-8-5-00_bin-433		Sar		Pelagophyceae		Pelagomonadales		Aureococcus	Aureococcus anophagefferens	SAO-all	DCM	0-8-5-00
793	NAO-all-DCM-0-8-5-00_bin-34				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NAO-all	DCM	0-8-5-00
794	NPO-all-SRF-20-180-00_bin-32	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	SRF	20-180-00
795	NAO-all-MIX-180-2000-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	MIX	180-2000-00
796	SPO-all-DCM-0-8-5-00_bin-275	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-all	DCM	0-8-5-00
797	SPO-SPSG-SRF-180-2000-00_bin-57	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii	Beloniformes	Adrianichthyidae	Oryzias	Oryzias latipes	SPO-SPSG	SRF	180-2000-00
798	SAO-all-SRF-0-8-5-00_bin-575	Viridiplantae		Chlorophyta	Palmophyllophyceae		Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	SAO-all	SRF	0-8-5-00
799	SPO-all-DCM-0-8-5-00_bin-208		Sar	Bacillariophyta	Coscinodiscophyceae						SPO-all	DCM	0-8-5-00
800	MS-all-SRF-20-180-00_bin-4	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
801	NPO-all-DCM-20-180-00_bin-73	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	DCM	20-180-00
802	SAO-all-MES-0-8-5-00_bin-71	Fungi	Opisthokonta	Ascomycota	Leotiomycetes		Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SAO-all	MES	0-8-5-00
803	SPO-all-SRF-5-20-00_bin-108	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-all	SRF	5-20-00
804	SO-all-DCM-180-2000-00_bin-6		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	DCM	180-2000-00
805	SPO-all-SRF-20-180-00_bin-16	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
806	NAO-all-SRF-180-2000-00_bin-77	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	180-2000-00
807	SAO-all-DCM-0-8-5-00_bin-207		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella		SAO-all	DCM	0-8-5-00
808	IO-all-MES-0-8-5-00_bin-59	Fungi	Opisthokonta	Ascomycota	Saccharomycetes		Saccharomycetales	Debaryomycetaceae	Candida	Candida parapsilosis	IO-all	MES	0-8-5-00
809	NAO-all-SRF-20-180-00_bin-40	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			NAO-all	SRF	20-180-00
810	SAO-all-SRF-20-180-00_bin-80	Metazoa	Opisthokonta	Chordata	Aves		Passeriformes				SAO-all	SRF	20-180-00
811	SO-all-SRF-0-8-5-00_bin-4		Sar	Bacillariophyta	Coscinodiscophyceae						SO-all	SRF	0-8-5-00
812	SAO-all-SRF-20-180-00_bin-19	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	SRF	20-180-00
813	MS-all-DCM-0-8-5-00_bin-676		Sar	Bacillariophyta	Coscinodiscophyceae						MS-all	DCM	0-8-5-00
814	NPO-all-SRF-0-8-5-00_bin-113				Cryptophyceae		Pyrenomonadales	Goniomonadaceae	Goniomonas	Goniomonas pacifica	NPO-all	SRF	0-8-5-00
815	SAO-all-DCM-20-180-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	DCM	20-180-00
816	SPO-all-SRF-180-2000-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	180-2000-00
817	SPO-all-SRF-0-8-5-00_bin-499		Sar	Bacillariophyta	Coscinodiscophyceae						SPO-all	SRF	0-8-5-00
818	SAO-all-DCM-0-8-5-00_bin-294		Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae					SAO-all	DCM	0-8-5-00
