ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
MS-all-DCM-180-2000-00_bin-15	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	DCM	180-2000-00
NPO-all-SRF-0-8-5-00_bin-341	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	0-8-5-00
IO-all-DCM-20-180-00_bin-117	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	DCM	20-180-00
NPO-all-SRF-0-8-5-00_bin-336	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	NPO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-40	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	20-180-00
SPO-all-SRF-0-8-5-00_bin-318	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pseudopedinella elastica	SPO-all	SRF	0-8-5-00
SO-all-SRF-0-8-5-00_bin-54	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Azadinium spinosum	SO-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-158	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica	MS-all	SRF	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
SAO-all-DCM-0-8-5-00_bin-418	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SAO-all	DCM	0-8-5-00
MS-all-SRF-180-2000-00_bin-86	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	180-2000-00
SPO-SPSG-SRF-20-180-00_bin-81	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-SPSG	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-89	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	IO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-481	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SAO-all	DCM	0-8-5-00
MS-all-DCM-5-20-00_bin-7	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	5-20-00
MS-all-SRF-0-8-5-00_bin-125	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	.	MS-all	SRF	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-132	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	NAO-all	MIX	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-65	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera	Aphididae	.	.	SPO-SPSG	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-274	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-all	SRF	20-180-00
SAO-all-DCM-0-8-5-00_bin-465	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SAO-all	DCM	0-8-5-00
SO-all-SRF-5-20-00_bin-34	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SO-all	SRF	5-20-00
IO-all-DCM-0-8-5-00_bin-107	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	IO-all	DCM	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-459	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	SRF	0-8-5-00
SAO-all-SRF-180-2000-00_bin-19	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SAO-all	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-499	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	NAO-all	SRF	0-8-5-00
SPO-PEOD-SRF-0-8-5-00_bin-27	.	.	Proteobacteria	Deltaproteobacteria	.	Myxococcales	Archangiaceae	Myxococcus	Cystobacter fuscus	SPO-PEOD	SRF	0-8-5-00
NPO-all-DCM-20-180-00_bin-58	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NPO-all	DCM	20-180-00
SPO-SPSG-SRF-180-2000-00_bin-98	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	180-2000-00
IO-all-SRF-0-8-5-00_bin-406	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	IO-all	SRF	0-8-5-00
RS-all-SRF-0-8-5-00_bin-39	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	RS-all	SRF	0-8-5-00
SPO-SPSG-SRF-180-2000-00_bin-131	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
SPO-all-SRF-20-180-00_bin-177	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
NAO-all-MIX-20-180-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	NAO-all	MIX	20-180-00
SPO-all-SRF-5-20-00_bin-77	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	SPO-all	SRF	5-20-00
NAO-all-SRF-20-180-00_bin-85	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	SRF	20-180-00
NPO-all-SRF-180-2000-00_bin-9	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	180-2000-00
SAO-all-SRF-0-8-5-00_bin-32	.	Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	SAO-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-226	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas commoda	MS-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-251	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	MS-all	SRF	0-8-5-00
MS-all-DCM-20-180-00_bin-38	.	Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros affinis	MS-all	DCM	20-180-00
NAO-all-DCM-20-180-00_bin-20	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	DCM	20-180-00
NPO-all-SRF-0-8-5-00_bin-575	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	NPO-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-661	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Florenciella parvula	MS-all	SRF	0-8-5-00
MS-all-DCM-20-180-00_bin-45	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	DCM	20-180-00
SPO-all-SRF-0-8-5-00_bin-551	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SPO-all	SRF	0-8-5-00
SPO-SPSG-DCM-0-8-5-00_bin-172	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-SPSG	DCM	0-8-5-00
IO-all-SRF-20-180-00_bin-67	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	SRF	20-180-00
IO-all-SRF-20-180-00_bin-10	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	IO-all	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-348	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
IO-all-SRF-20-180-00_bin-89	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
NAO-all-SRF-0-8-5-00_bin-339	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NAO-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-174	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	IO-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-22	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	IO-all	SRF	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-193	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	NAO-all	MIX	0-8-5-00
SPO-all-SRF-5-20-00_bin-182	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	5-20-00
NPO-all-SRF-0-8-5-00_bin-209	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	NPO-all	SRF	0-8-5-00
NPO-all-DCM-20-180-00_bin-60	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	NPO-all	DCM	20-180-00
SPO-SPSG-SRF-20-180-00_bin-104	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Rhabdonellidae	Schmidingerella	Schmidingerella taraikaensis	SPO-SPSG	SRF	20-180-00
SAO-all-DCM-0-8-5-00_bin-160	.	Sar	.	Dinophyceae	.	Gymnodiniales	Kareniaceae	Symbiodinium	Karenia brevis	SAO-all	DCM	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-566	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pseudopedinella elastica	SAO-all	SRF	0-8-5-00
MS-all-DCM-0-8-5-00_bin-94	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	MS-all	DCM	0-8-5-00
IO-all-SRF-0-8-5-00_bin-109	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	IO-all	SRF	0-8-5-00
MS-all-SRF-180-2000-00_bin-27	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	180-2000-00
SPO-all-SRF-20-180-00_bin-78	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
SPO-all-SRF-5-20-00_bin-111	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	SPO-all	SRF	5-20-00
SAO-all-SRF-5-20-00_bin-16	Fungi	Opisthokonta	Ascomycota	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporaceae	Alternaria	187734 Alternaria alternata complex	SAO-all	SRF	5-20-00
NPO-all-SRF-0-8-5-00_bin-530	.	Sar	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	NPO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-849	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	SPO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-587	.	Sar	.	Dinophyceae	.	Gymnodiniales	Kareniaceae	Karenia	Karenia brevis	SPO-all	SRF	0-8-5-00
IO-all-SRF-180-2000-00_bin-79	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	180-2000-00
SAO-all-SRF-0-8-5-00_bin-77	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SAO-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-263	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	MS-all	SRF	0-8-5-00
MS-all-SRF-20-180-00_bin-36	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-132	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles	.	SPO-all	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-307	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	IO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-325	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	SRF	0-8-5-00
MS-all-DCM-0-8-5-00_bin-612	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	MS-all	DCM	0-8-5-00
SPO-SPSG-SRF-5-20-00_bin-127	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	5-20-00
SAO-all-SRF-0-8-5-00_bin-618	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	SRF	0-8-5-00
MS-all-SRF-5-20-00_bin-35	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	MS-all	SRF	5-20-00
SPO-SPSG-SRF-20-180-00_bin-158	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-SPSG	SRF	20-180-00
RS-all-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	RS-all	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-59	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
NPO-all-SRF-180-2000-00_bin-29	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	.	.	.	.	NPO-all	SRF	180-2000-00
MS-all-SRF-180-2000-00_bin-95	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles	.	MS-all	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-419	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	NAO-all	SRF	0-8-5-00
SPO-all-SRF-180-2000-00_bin-112	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	SPO-all	SRF	180-2000-00
SPO-all-SRF-20-180-00_bin-119	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	SPO-all	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-256	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-290	.	Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	SAO-all	SRF	0-8-5-00
SPO-SPSG-DCM-20-180-00_bin-2	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	DCM	20-180-00
IO-all-DCM-20-180-00_bin-48	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	DCM	20-180-00
NAO-all-SRF-0-8-5-00_bin-617	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	NAO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-248	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SAO-all	DCM	0-8-5-00
MS-all-DCM-0-8-5-00_bin-290	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pseudopedinella elastica	MS-all	DCM	0-8-5-00
IO-all-SRF-180-2000-00_bin-58	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	180-2000-00
SPO-all-SRF-5-20-00_bin-13	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	.	SPO-all	SRF	5-20-00
IO-all-SRF-0-8-5-00_bin-351	.	Sar	.	Dictyochophyceae	.	Chattonellales	Chattonellaceae	Florenciella	.	IO-all	SRF	0-8-5-00
SPO-SPSG-SRF-180-2000-00_bin-122	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
IO-all-DCM-180-2000-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	IO-all	DCM	180-2000-00
NAO-all-SRF-0-8-5-00_bin-320	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
SAO-all-SRF-20-180-00_bin-21	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SAO-all	SRF	20-180-00
NPO-all-SRF-180-2000-00_bin-11	Metazoa	Opisthokonta	Mollusca	Bivalvia	Autobranchia	Ostreida	Ostreidae	Crassostrea	Crassostrea virginica	NPO-all	SRF	180-2000-00
IO-all-SRF-0-8-5-00_bin-183	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-433	.	Sar	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens	SAO-all	DCM	0-8-5-00
NAO-all-DCM-0-8-5-00_bin-34	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NAO-all	DCM	0-8-5-00
NPO-all-SRF-20-180-00_bin-32	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	SRF	20-180-00
NAO-all-MIX-180-2000-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	MIX	180-2000-00
SPO-all-DCM-0-8-5-00_bin-275	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-all	DCM	0-8-5-00
SPO-SPSG-SRF-180-2000-00_bin-57	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii	Beloniformes	Adrianichthyidae	Oryzias	Oryzias latipes	SPO-SPSG	SRF	180-2000-00
SAO-all-SRF-0-8-5-00_bin-575	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	SAO-all	SRF	0-8-5-00
SPO-all-DCM-0-8-5-00_bin-208	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-all	DCM	0-8-5-00
MS-all-SRF-20-180-00_bin-4	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
NPO-all-DCM-20-180-00_bin-73	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	DCM	20-180-00
SAO-all-MES-0-8-5-00_bin-71	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SAO-all	MES	0-8-5-00
SPO-all-SRF-5-20-00_bin-108	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-all	SRF	5-20-00
SO-all-DCM-180-2000-00_bin-6	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	DCM	180-2000-00
SPO-all-SRF-0-8-5-00_bin-234	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-16	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
NAO-all-SRF-180-2000-00_bin-77	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	180-2000-00
SAO-all-DCM-0-8-5-00_bin-207	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	.	SAO-all	DCM	0-8-5-00
IO-all-MES-0-8-5-00_bin-59	Fungi	Opisthokonta	Ascomycota	Saccharomycetes	.	Saccharomycetales	Debaryomycetaceae	Candida	Candida parapsilosis	IO-all	MES	0-8-5-00
NAO-all-SRF-20-180-00_bin-40	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NAO-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-58	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
SAO-all-SRF-20-180-00_bin-80	Metazoa	Opisthokonta	Chordata	Aves	.	Passeriformes	.	.	.	SAO-all	SRF	20-180-00
SO-all-SRF-0-8-5-00_bin-4	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SO-all	SRF	0-8-5-00
SAO-all-SRF-20-180-00_bin-19	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	SRF	20-180-00
MS-all-DCM-0-8-5-00_bin-676	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	MS-all	DCM	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-113	.	.	.	Cryptophyceae	.	Pyrenomonadales	Goniomonadaceae	Goniomonas	Goniomonas pacifica	NPO-all	SRF	0-8-5-00
SAO-all-DCM-20-180-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	DCM	20-180-00
SPO-all-SRF-180-2000-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	180-2000-00
SPO-all-SRF-0-8-5-00_bin-499	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-294	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	.	.	.	.	SAO-all	DCM	0-8-5-00
